goal,working_memory,correct_agent
Sync current task board with Jira,Syncing status with Jira for healthcare,jira_sync_agent
Push updates from local board to Jira,Syncing status with Jira for music,jira_sync_agent
Sync current task board with Jira,Syncing status with Jira for retail,jira_sync_agent
Sync current task board with Jira,Syncing status with Jira for fitness,jira_sync_agent
Sync current task board with Jira,Syncing status with Jira for logistics,jira_sync_agent
Sync current task board with Jira,Syncing status with Jira for retail,jira_sync_agent
Pull Jira status for ongoing tasks,Syncing status with Jira for music,jira_sync_agent
Push updates from local board to Jira,Syncing status with Jira for travel,jira_sync_agent
Pull Jira status for ongoing tasks,Syncing status with Jira for healthcare,jira_sync_agent
Push updates from local board to Jira,Syncing status with Jira for music,jira_sync_agent
Push updates from local board to Jira,Syncing status with Jira for eCommerce,jira_sync_agent
Push updates from local board to Jira,Syncing status with Jira for healthcare,jira_sync_agent
Push updates from local board to Jira,Syncing status with Jira for finance,jira_sync_agent
Push updates from local board to Jira,Syncing status with Jira for music,jira_sync_agent
Push updates from local board to Jira,Syncing status with Jira for music,jira_sync_agent
Push updates from local board to Jira,Syncing status with Jira for finance,jira_sync_agent
Pull Jira status for ongoing tasks,Syncing status with Jira for AI,jira_sync_agent
Push updates from local board to Jira,Syncing status with Jira for retail,jira_sync_agent
Pull Jira status for ongoing tasks,Syncing status with Jira for retail,jira_sync_agent
Sync current task board with Jira,Syncing status with Jira for travel,jira_sync_agent
Sync current task board with Jira,Syncing status with Jira for eCommerce,jira_sync_agent
Push updates from local board to Jira,Syncing status with Jira for fitness,jira_sync_agent
Sync current task board with Jira,Syncing status with Jira for healthcare,jira_sync_agent
Push updates from local board to Jira,Syncing status with Jira for finance,jira_sync_agent
Pull Jira status for ongoing tasks,Syncing status with Jira for eCommerce,jira_sync_agent
Pull Jira status for ongoing tasks,Syncing status with Jira for finance,jira_sync_agent
Pull Jira status for ongoing tasks,Syncing status with Jira for travel,jira_sync_agent
Pull Jira status for ongoing tasks,Syncing status with Jira for music,jira_sync_agent
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from fitness meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Convert team meeting into Jira tickets,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from AI meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Convert team meeting into Jira tickets,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Convert team meeting into Jira tickets,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from eCommerce meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from healthcare meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Convert team meeting into Jira tickets,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Convert team meeting into Jira tickets,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Convert team meeting into Jira tickets,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from fitness meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from education meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from AI meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from logistics meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from finance meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Convert team meeting into Jira tickets,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from travel meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from retail meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from education meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from AI meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from AI meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Convert team meeting into Jira tickets,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Convert team meeting into Jira tickets,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from eCommerce meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from logistics meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from eCommerce meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from music meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Convert team meeting into Jira tickets,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from education meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from logistics meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Convert team meeting into Jira tickets,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from eCommerce meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Convert team meeting into Jira tickets,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Convert team meeting into Jira tickets,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from music meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from retail meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from logistics meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Convert team meeting into Jira tickets,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Convert team meeting into Jira tickets,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from healthcare meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from education meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from travel meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Convert team meeting into Jira tickets,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from music meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from travel meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Convert team meeting into Jira tickets,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Convert team meeting into Jira tickets,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Convert team meeting into Jira tickets,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from eCommerce meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Convert team meeting into Jira tickets,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Convert team meeting into Jira tickets,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from music meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from healthcare meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Convert team meeting into Jira tickets,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Convert team meeting into Jira tickets,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Convert team meeting into Jira tickets,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from music meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Convert team meeting into Jira tickets,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from music meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from AI meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from eCommerce meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Convert team meeting into Jira tickets,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Turn recorded notes into tasks,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from finance meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Convert team meeting into Jira tickets,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Extract tasks from logistics meeting notes,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Convert team meeting into Jira tickets,"Meeting notes: discussed UI polish, test plan, and deadlines",meeting_note_parser
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 16,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 12,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 27,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 22,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 16,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 30,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 28,roadmap_updater
Update roadmap after Sprint 29,Completed: 8 of 12 tasks in Sprint 29,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 11,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 22,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 27,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 18,roadmap_updater
Update roadmap after Sprint 30,Completed: 8 of 12 tasks in Sprint 30,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 25,roadmap_updater
Update roadmap after Sprint 14,Completed: 8 of 12 tasks in Sprint 14,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 18,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 28,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 28,roadmap_updater
Update roadmap after Sprint 17,Completed: 8 of 12 tasks in Sprint 17,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 17,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 25,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 25,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 24,roadmap_updater
Update roadmap after Sprint 20,Completed: 8 of 12 tasks in Sprint 20,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 25,roadmap_updater
Update roadmap after Sprint 22,Completed: 8 of 12 tasks in Sprint 22,roadmap_updater
Update roadmap after Sprint 15,Completed: 8 of 12 tasks in Sprint 15,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 14,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 14,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 14,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 17,roadmap_updater
Update roadmap after Sprint 18,Completed: 8 of 12 tasks in Sprint 18,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 11,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 12,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 29,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 12,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 23,roadmap_updater
Update roadmap after Sprint 22,Completed: 8 of 12 tasks in Sprint 22,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 30,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 22,roadmap_updater
Update roadmap after Sprint 14,Completed: 8 of 12 tasks in Sprint 14,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 12,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 28,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 22,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 27,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 13,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 18,roadmap_updater
Update roadmap after Sprint 14,Completed: 8 of 12 tasks in Sprint 14,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 11,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 24,roadmap_updater
Update roadmap after Sprint 11,Completed: 8 of 12 tasks in Sprint 11,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 25,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 23,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 17,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 22,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 23,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 13,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 13,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 30,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 23,roadmap_updater
Update roadmap after Sprint 21,Completed: 8 of 12 tasks in Sprint 21,roadmap_updater
Update roadmap after Sprint 30,Completed: 8 of 12 tasks in Sprint 30,roadmap_updater
Update roadmap after Sprint 14,Completed: 8 of 12 tasks in Sprint 14,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 19,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 18,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 16,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 11,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 16,roadmap_updater
Update roadmap after Sprint 23,Completed: 8 of 12 tasks in Sprint 23,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 19,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 30,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 19,roadmap_updater
Update roadmap after Sprint 23,Completed: 8 of 12 tasks in Sprint 23,roadmap_updater
Update roadmap after Sprint 19,Completed: 8 of 12 tasks in Sprint 19,roadmap_updater
Update roadmap after Sprint 29,Completed: 8 of 12 tasks in Sprint 29,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 23,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 12,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 26,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 26,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 22,roadmap_updater
Update roadmap after Sprint 23,Completed: 8 of 12 tasks in Sprint 23,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 11,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 23,roadmap_updater
Update roadmap after Sprint 10,Completed: 8 of 12 tasks in Sprint 10,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 16,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 21,roadmap_updater
Update roadmap after Sprint 16,Completed: 8 of 12 tasks in Sprint 16,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 10,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 18,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 28,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 12,roadmap_updater
Update roadmap after Sprint 19,Completed: 8 of 12 tasks in Sprint 19,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 16,roadmap_updater
Update roadmap after Sprint 24,Completed: 8 of 12 tasks in Sprint 24,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 27,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 14,roadmap_updater
Update roadmap after Sprint 23,Completed: 8 of 12 tasks in Sprint 23,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 23,roadmap_updater
Reflect release progress on roadmap,Completed: 8 of 12 tasks in Sprint 26,roadmap_updater
Update timeline based on completed work,Completed: 8 of 12 tasks in Sprint 20,roadmap_updater
